"","GTEX.117XS.0526.SM.5987Q","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11GSO.0626.SM.5A5LW","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.132NY.1026.SM.5P9IY","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.R55E.0826.SM.2TC5M","GTEX.TKQ1.0126.SM.33HB3","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000172216",4299,2447,8313,5213,6101,6033,4992,2879,3300,4450,4310,3144,5674,5173,8208,8537,2145,15460,5557,5922
"ENSG00000224397",14,30,81,129,12,33,42,42,98,103,152,66,126,208,154,38,23,208,120,63
"ENSG00000203999",31,66,65,117,109,80,38,39,144,163,88,38,258,97,128,218,34,156,184,50
"ENSG00000233077",1,14,19,35,5,12,16,28,42,24,46,3,28,32,30,21,3,37,29,18
"ENSG00000244376",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000231715",1,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1
"ENSG00000196396",1864,2166,3164,4353,3012,3083,2850,4039,3253,3608,5545,1909,6406,4192,3866,4262,1999,4484,3215,3856
"ENSG00000239742",0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"ENSG00000201501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000232043",146,175,98,140,34,76,99,169,169,163,324,18,143,160,79,47,104,78,63,104
"ENSG00000208018",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000042062",900,1032,2414,4514,471,2163,1697,1576,1113,4347,2342,596,2424,3102,3165,1796,1247,1961,1677,1322
"ENSG00000221091",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231302",0,0,0,2,0,0,1,0,0,2,0,0,0,0,3,1,0,1,0,0
"ENSG00000234693",0,2,0,4,0,0,0,0,2,0,1,0,0,2,4,0,0,4,2,0
"ENSG00000124171",460,305,646,780,573,477,452,416,676,736,852,277,924,257,960,1537,247,656,636,782
"ENSG00000124243",291,155,358,276,549,281,214,417,283,354,409,241,315,178,886,541,221,425,437,293
"ENSG00000265062",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101126",4197,4707,6570,7583,3794,4842,4355,6386,6947,6862,6171,4161,10145,5941,5545,7843,4282,7908,6875,6284
"ENSG00000228663",24,19,32,22,30,34,29,55,18,20,54,17,50,22,49,27,10,18,18,21
"ENSG00000259456",155,144,254,121,116,141,87,236,198,138,131,90,220,131,181,245,126,175,122,170
"ENSG00000000419",1033,1638,1789,1749,1401,1576,1218,1608,1557,1574,1386,1017,2883,1581,2253,2350,1253,2312,1735,1842
"ENSG00000265582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124217",114,174,265,503,261,418,355,330,258,338,199,222,567,169,273,630,162,574,525,402
"ENSG00000232358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000026559",13,18,24,12,2,14,4,21,17,10,9,2,9,33,15,11,24,12,18,6
"ENSG00000228820",0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000263592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101096",1575,2093,1538,1114,862,748,903,2028,1362,1061,1064,922,1887,771,1474,958,1218,1268,1082,1262
"ENSG00000266761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000054793",4837,4677,4355,7883,9001,6517,4228,8314,5936,7082,6640,6792,10764,5016,8958,7274,3977,6734,6347,7514
"ENSG00000215444",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000101115",1002,489,936,591,910,598,364,1198,1522,675,1766,590,1713,1039,865,550,315,570,285,322
"ENSG00000227964",0,0,0,4,0,0,0,0,2,0,1,0,1,2,1,0,0,2,0,0
"ENSG00000252467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263659",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000020256",422,587,750,761,608,327,511,936,820,686,307,546,809,503,603,966,619,890,903,538
"ENSG00000233347",0,0,18,6,6,0,1,2,9,5,1,3,1,9,10,3,2,16,0,2
"ENSG00000234948",0,0,3,2,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0
"ENSG00000225785",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232294",2,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,1,1,0,0
"ENSG00000232286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182463",1294,1903,2050,1139,106,380,502,1551,653,871,1339,1458,1361,2309,976,401,2622,710,782,833
"ENSG00000252629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"ENSG00000223492",0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227705",0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000271774",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231703",2,11,0,4,4,0,0,8,6,7,6,13,12,4,4,2,3,4,0,0
"ENSG00000224530",0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259723",0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
"ENSG00000206959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197670",81,25,43,111,11,32,43,97,84,117,210,17,122,61,53,32,50,33,53,81
"ENSG00000171940",2167,1196,1761,2906,1319,1304,1347,2338,2071,2786,4899,1269,3697,3072,3057,2305,1761,2822,1991,3287
"ENSG00000235415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"ENSG00000064787",8,13,17,16,9,7,34,51,31,38,27,35,46,83,15,21,92,50,36,34
"ENSG00000236352",1,0,0,1,0,0,0,1,1,6,2,0,0,2,2,1,0,3,4,1
"ENSG00000265595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000019186",63,2065,35,81,298,6,36,92,164,84,11,138,65,16,38,99,2,25,33,68
"ENSG00000101132",360,477,632,537,419,292,351,458,544,479,313,378,743,626,672,679,477,617,448,477
"ENSG00000101134",471,258,679,402,270,310,297,292,296,505,213,314,547,394,459,1070,375,718,665,570
"ENSG00000252089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185834",94,37,116,63,76,42,23,63,59,33,67,147,118,80,93,75,57,64,30,30
"ENSG00000224008",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000235166",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000054803",120,30,18,0,8,12,4,200,42,6,73,156,4,8,2,51,60,32,15,40
"ENSG00000222118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124089",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000235594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124098",2168,3282,3220,2985,3172,2492,1793,3371,2502,2900,2628,3404,5483,4217,5295,3428,2701,3617,3184,2968
"ENSG00000087586",45,83,84,186,88,72,75,137,119,107,42,78,114,176,80,209,79,165,147,107
"ENSG00000101138",386,769,963,1592,838,1141,1134,1055,857,1414,938,728,2370,826,1157,2016,582,1966,1409,1390
"ENSG00000087589",10,23,111,29,5,16,40,74,40,33,13,7,37,12,30,9,40,49,55,28
"ENSG00000228601",0,3,2,0,0,2,1,3,0,3,0,0,1,3,2,3,4,0,5,0
"ENSG00000212084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000022277",2677,3640,3663,4232,3493,3174,2667,4264,3290,3651,2136,3559,5921,3470,5151,4928,2715,5053,4270,3728
"ENSG00000238294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124091",4,9,25,15,3,10,16,21,19,12,22,2,26,20,15,5,14,12,5,18
"ENSG00000179467",2,2,6,9,0,5,3,7,2,6,1,2,7,2,4,1,0,6,3,3
"ENSG00000124103",5,14,31,20,0,7,3,22,6,9,5,7,18,12,0,8,6,9,6,7
"ENSG00000213714",7,9,12,14,8,12,18,28,13,20,6,6,14,14,18,18,16,13,12,4
"ENSG00000225657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214541",7,1,1,3,3,5,5,2,3,2,6,11,5,5,6,2,3,13,4,2
"ENSG00000252536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000087510",444,121,116,303,517,351,231,308,215,352,311,170,688,305,337,568,141,587,394,541
"ENSG00000252091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231604",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000207158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203266",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000101144",6492,7055,6091,3679,7734,2224,2461,11094,11440,5610,2305,9033,4327,1846,9927,7673,4536,6706,5616,4572
"ENSG00000235032",0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000226308",46,99,12,24,56,17,22,120,96,65,14,82,21,24,53,62,53,54,39,56
"ENSG00000252064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231005",0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0
"ENSG00000054796",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000101146",693,1122,1727,1811,1482,1445,1143,1739,1417,1445,1302,955,2741,1356,1949,2236,1117,2148,2028,1495
"ENSG00000228995",0,0,0,3,0,0,0,0,2,0,0,0,7,0,2,1,0,0,0,2
"ENSG00000256222",0,1,5,2,2,0,0,2,0,0,1,0,0,0,2,5,2,0,4,2
"ENSG00000218018",5,8,7,7,0,2,6,30,15,7,5,7,5,17,9,5,3,4,11,3
"ENSG00000132819",891,868,1245,920,843,700,699,1554,783,895,1143,909,1201,1567,1602,1174,1120,1133,1389,806
"ENSG00000124097",3,15,6,0,8,4,0,8,44,10,4,17,6,3,4,18,6,12,17,8
"ENSG00000124092",2,10,6,4,0,7,0,5,2,12,2,10,10,9,65,2,2,1,2,13
"ENSG00000124253",79,90,91,362,68,292,76,257,59,145,475,80,96,252,267,266,47,145,78,311
"ENSG00000227297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124256",36,137,139,36,5,32,141,575,115,42,45,25,69,66,172,14,249,42,35,18
"ENSG00000124225",2204,3270,2347,2612,1036,1386,1381,2408,1996,1558,1560,2751,3948,4610,2240,2389,2865,2094,2834,2167
"ENSG00000263453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221007",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203971",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"ENSG00000221451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225708",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000270411",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000124237",0,0,10,0,0,0,0,0,0,3,2,0,1,0,2,0,0,0,0,2
"ENSG00000124227",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000124224",593,513,853,570,237,475,379,1122,777,691,1026,316,836,742,585,359,526,514,436,660
"ENSG00000124209",2026,2520,3649,3334,2847,2640,1934,2692,3140,2980,2471,2500,4884,2346,4119,4296,2608,3562,3117,3174
"ENSG00000124164",2724,4040,5879,7249,5136,6287,4267,5688,5416,7141,5903,4407,9839,4669,8496,9568,3365,8163,6929,7701
"ENSG00000198768",26,23,1,4,2,2,1,4,5,2,3,3,2,45,0,7,46,5,0,8
"ENSG00000231290",7,9,0,5,6,8,7,10,0,6,6,0,14,2,3,14,2,1,2,10
"ENSG00000254620",0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"ENSG00000221174",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268941",3,3,1,2,5,8,0,10,8,8,4,5,0,6,2,1,15,2,0,7
"ENSG00000124222",10262,12045,19420,10448,10572,8355,7452,18979,16914,10579,15261,6226,18474,17169,15029,10670,9959,8856,7968,7805
"ENSG00000215440",5784,6297,4619,8094,9608,4680,4656,9280,7894,5884,7591,4640,8954,13643,9594,8603,4101,6156,4850,4996
"ENSG00000254419",83,62,33,66,70,41,44,134,82,85,67,55,79,71,55,45,48,80,28,77
"ENSG00000237121",0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
"ENSG00000270279",0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2
"ENSG00000268649",30,20,75,29,30,36,10,79,95,53,65,18,54,58,42,99,37,22,24,19
"ENSG00000216031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235590",28,39,39,17,34,32,21,44,30,34,35,22,28,14,49,100,25,40,52,18
"ENSG00000268333",0,0,1,3,1,3,0,4,12,0,1,0,7,0,0,2,2,5,3,4
"ENSG00000087460",100016,126881,246486,147363,213274,208155,140301,180589,111104,152205,110764,110971,315845,71825,296421,305839,61277,231876,163999,200471
"ENSG00000225806",50,43,65,49,59,47,30,73,136,63,80,31,108,66,101,76,38,54,31,43
"ENSG00000270951",13,18,74,7,19,18,9,22,38,16,17,28,23,20,17,12,24,12,15,28
"ENSG00000101158",3945,4501,5924,8489,6727,4904,4704,6805,5463,6337,5806,4293,10825,5976,8481,11200,2929,8083,6791,6071
"ENSG00000101160",6807,9053,12047,13235,10049,7229,6536,10095,7407,9675,6436,8702,13715,7667,13918,15778,6426,16331,13764,11172
"ENSG00000101162",6,14,70,51,9,32,45,16,31,27,66,4,96,19,62,56,12,79,51,34
"ENSG00000124172",6086,9490,11316,12337,6334,6204,6652,8759,10166,10360,6275,5949,11829,9635,18034,19647,5430,19130,13409,10318
"ENSG00000101166",1298,1914,2632,3541,1982,2738,2178,1345,2300,2870,2140,948,5312,1802,3741,5905,1193,4337,3075,4029
"ENSG00000232925",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124203",148,140,365,134,13,75,86,575,92,168,113,110,203,126,180,30,342,254,71,84
"ENSG00000124205",1366,569,4136,1147,2638,3132,3622,2614,1874,2724,1810,2420,3487,1063,2639,5787,822,3013,836,1965
"ENSG00000263903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225129",2,0,5,1,0,0,6,5,5,4,0,9,1,2,0,0,0,2,2,1
"ENSG00000230352",1,2,0,1,0,1,0,2,0,0,2,2,1,0,1,2,1,0,2,0
"ENSG00000233686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227282",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000087495",1,19,19,8,12,4,12,18,13,30,20,0,34,7,19,8,13,4,15,9
"ENSG00000238194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196074",395,432,549,400,779,238,357,669,629,323,567,373,779,840,620,599,432,354,398,340
"ENSG00000196227",409,733,953,843,845,599,740,1329,816,858,635,1028,1277,587,975,1018,501,834,749,545
"ENSG00000132825",197,276,533,465,302,332,337,554,364,380,252,310,586,338,378,663,232,492,465,330
"ENSG00000124215",78,84,294,138,41,106,60,137,85,189,159,78,144,248,85,84,85,145,65,141
"ENSG00000176659",6,30,70,107,14,39,10,81,40,43,40,27,33,87,18,26,7,43,22,38
"ENSG00000228340",11,49,12,34,23,16,87,106,93,42,25,34,64,42,38,43,41,49,11,44
"ENSG00000207802",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229690",0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179242",42,38,7,49,94,130,53,128,56,73,116,38,162,37,69,79,21,51,63,99
"ENSG00000179253",2,0,6,0,0,0,3,11,0,0,0,0,4,4,0,3,2,2,0,0
"ENSG00000225106",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"ENSG00000130699",1286,1234,1890,2259,1037,1232,1199,1533,1837,1524,1664,1010,2163,1692,1847,1889,1212,1616,1397,1369
"ENSG00000235018",2,3,0,0,3,0,0,0,2,1,7,0,0,0,0,0,2,6,0,6
"ENSG00000149657",1895,2146,2789,3607,2650,3037,2084,3066,2526,2897,2457,2158,4167,2257,3649,3418,1534,3444,2796,3245
"ENSG00000101182",3877,5740,4559,9295,3383,4991,4696,6066,5536,6866,5053,4488,10297,7830,8754,10781,3689,10357,8395,7402
"ENSG00000184402",1928,1635,3423,2361,1701,1599,1367,2489,2282,1732,2862,1321,3069,3110,3139,2514,1528,1615,1499,1719
"ENSG00000101181",1513,2120,2764,3107,2769,2174,1629,4112,3465,2513,2319,2038,3933,2552,2924,3331,1599,2491,2410,2134
"ENSG00000101180",0,2,6,9,0,0,7,4,2,0,5,0,7,1,1,0,9,2,4,1
"ENSG00000130703",3067,3101,4248,5107,4462,3230,2935,4280,4785,4167,4711,2542,6381,4276,5852,5850,3060,4648,4019,4320
"ENSG00000130706",1641,2665,2004,4607,1943,2983,2452,2631,2620,3116,1854,1760,4939,2874,3462,4470,1315,4925,3955,3369
"ENSG00000226332",130,197,748,300,281,211,155,295,345,323,295,132,304,478,427,458,190,206,188,249
"ENSG00000130702",14857,20232,31170,29878,34536,28120,19839,31600,27560,31271,34553,15434,26991,51114,38809,25845,14760,26894,26207,27340
"ENSG00000265329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228812",19,41,5,41,29,17,34,32,31,65,6,8,16,33,47,75,7,12,66,15
"ENSG00000171858",9144,8222,15496,12748,8326,9893,8732,14276,8551,10161,9347,9514,11714,12520,17125,13404,7535,17867,11091,10552
"ENSG00000149679",926,788,1063,1216,978,940,717,1016,1233,1284,706,727,1617,1039,1286,1671,482,1131,888,975
"ENSG00000130701",474,426,1301,619,410,223,201,919,1276,558,162,517,180,294,785,876,358,432,738,125
"ENSG00000233017",24,37,55,9,69,1,12,39,33,21,33,7,10,43,43,45,21,17,18,5
"ENSG00000130700",24,75,74,32,82,8,28,31,28,126,16,8,3,11,158,338,28,42,39,8
"ENSG00000272050",0,2,0,1,2,0,2,2,0,2,0,0,0,0,11,6,0,2,0,0
"ENSG00000260542",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000174403",41,205,11,18,2,10,69,11,8,21,5,26,6,140,51,8,75,24,6,20
"ENSG00000174407",5,8,0,4,2,1,5,2,0,0,4,4,0,52,10,3,4,0,0,7
"ENSG00000199017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226094",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000264490",0,4,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0
"ENSG00000232121",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000167046",4,11,3,0,8,3,5,10,3,6,2,0,14,15,2,4,13,6,5,6
"ENSG00000101187",818,581,1040,1910,322,1811,1153,177,547,1213,3046,185,1142,2055,3371,2292,571,2271,1258,1730
"ENSG00000232803",14,21,17,40,6,20,29,1,28,13,43,2,12,87,105,11,12,29,14,28
"ENSG00000237687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101188",7,2,6,10,1,0,2,9,14,10,4,8,4,2,1,44,5,21,17,4
"ENSG00000223669",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0
"ENSG00000228705",0,2,0,0,2,0,2,5,0,7,2,0,1,2,8,6,2,3,1,2
"ENSG00000101189",751,739,1246,1403,1059,1040,797,1027,899,1061,904,902,1242,974,1259,1793,677,1349,1132,1012
"ENSG00000229873",50,55,48,57,102,49,35,107,101,116,48,58,72,59,71,59,69,60,52,35
"ENSG00000060491",4220,3841,7564,7117,3978,3722,3119,7328,6543,7594,5342,3400,6315,6586,8446,5351,3873,5100,4317,4365
"ENSG00000092758",431,2296,1526,4012,1022,1938,412,2667,4851,22317,332,1207,11198,807,1040,3971,6253,768,2364,2130
"ENSG00000101190",590,1074,1161,1264,971,1089,886,1308,1192,1294,793,1028,1748,796,1631,1600,1168,1344,1594,1263
"ENSG00000233838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236527",3,0,2,4,0,0,2,0,0,3,1,0,3,11,1,5,0,0,0,3
"ENSG00000101191",6424,7149,10050,10597,8832,7622,7021,11377,10061,8755,10364,5407,13431,9688,12414,7842,5025,9408,7971,9082
"ENSG00000101193",1076,1191,2552,2078,1519,1943,1293,1838,1625,1591,1622,1383,2581,1655,2379,2394,1030,2114,1810,1688
"ENSG00000101194",267,903,1667,984,55,247,560,1928,2742,467,1521,235,742,2131,1590,1015,470,577,491,341
"ENSG00000125533",2,0,0,1,0,1,2,0,2,0,0,3,0,2,0,0,0,1,0,1
"ENSG00000272259",1,0,1,1,1,0,4,0,0,0,0,2,1,0,6,3,0,1,0,0
"ENSG00000125514",0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"ENSG00000237119",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000231133",6,3,4,2,12,0,3,4,8,4,2,3,6,0,7,2,3,11,5,0
"ENSG00000225978",42,47,36,37,73,8,17,44,37,24,50,27,46,85,31,52,76,31,61,31
"ENSG00000260416",2,0,1,2,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2
"ENSG00000231977",2,0,0,0,0,1,0,3,0,0,1,0,2,2,0,0,0,2,0,3
"ENSG00000207598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149658",3263,3004,5411,5236,3259,4837,3577,5134,4864,4359,5194,3088,8053,5788,5753,6446,2417,6042,4209,4750
"ENSG00000101197",19,28,2,6,12,3,0,42,33,0,2,4,1,7,21,0,29,4,11,3
"ENSG00000266463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101198",107,232,24,12,116,12,19,98,512,35,28,43,51,38,165,43,79,8,62,7
"ENSG00000101199",6085,8479,7549,12056,5900,5757,5556,11850,14895,9959,12916,5206,12041,14190,11250,11470,5248,9916,7158,8051
"ENSG00000266104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101203",11,6,7,7,2,6,2,18,13,8,5,11,12,8,8,0,5,5,0,2
"ENSG00000222439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101204",267,263,104,125,10,39,98,1101,346,53,74,461,116,135,609,184,344,125,106,37
"ENSG00000203900",39,111,3,15,0,14,9,138,103,16,12,16,26,30,29,52,41,2,6,7
"ENSG00000075043",3,3,8,2,0,0,12,10,17,5,10,4,8,2,6,20,12,6,16,2
"ENSG00000226390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000101210",68,77,24,52,21,107,44,43,25,93,94,70,244,741,74,97,119,36,102,114
"ENSG00000230226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000125534",10665,9075,10430,6949,14381,8591,7862,19369,15831,11970,8868,13084,9077,12660,21564,17685,12703,13833,12010,5175
"ENSG00000101213",39,42,63,35,29,52,21,50,40,7,35,25,38,32,28,21,48,23,22,13
